"subject_id" "activity_type" "variable" "mean" "st_deviation"
30 "LAYING" "tBodyAcc-std()-Y" -0.954201823857143 0.0734758415244312
2 "WALKING" "tBodyAcc-std()-Z" -0.425257524915254 0.0434882428774878
4 "WALKING" "tBodyAcc-std()-Z" -0.586252806833333 0.0485701078378306
9 "WALKING" "tBodyAcc-std()-Z" -0.0579636469030769 0.0635412137896866
10 "WALKING" "tBodyAcc-std()-Z" -0.395645072075472 0.058228747448358
12 "WALKING" "tBodyAcc-std()-Z" -0.4106060626 0.136502783264239
13 "WALKING" "tBodyAcc-std()-Z" -0.220503537026316 0.182514789312838
18 "WALKING" "tBodyAcc-std()-Z" -0.428348061071429 0.132178966596601
20 "WALKING" "tBodyAcc-std()-Z" -0.228734217372549 0.105944414423401
24 "WALKING" "tBodyAcc-std()-Z" -0.288840016206897 0.0460876253259136
1 "WALKING" "tBodyAcc-std()-Z" -0.260027902210526 0.0620301284304813
3 "WALKING" "tBodyAcc-std()-Z" -0.387411994310345 0.0433219181878926
5 "WALKING" "tBodyAcc-std()-Z" -0.45702143625 0.0570937299424293
6 "WALKING" "tBodyAcc-std()-Z" -0.504324207192982 0.0980529054392464
7 "WALKING" "tBodyAcc-std()-Z" 0.159631283261403 0.130959777744749
8 "WALKING" "tBodyAcc-std()-Z" -0.1420885318125 0.250928988787316
11 "WALKING" "tBodyAcc-std()-Z" -0.530626311355932 0.0427512031000157
14 "WALKING" "tBodyAcc-std()-Z" 0.0518841040022034 0.090753537940836
15 "WALKING" "tBodyAcc-std()-Z" -0.518932634814815 0.0943655576769492
16 "WALKING" "tBodyAcc-std()-Z" -0.159799790235294 0.0678792722677371
17 "WALKING" "tBodyAcc-std()-Z" -0.265824489180328 0.0717495535021654
19 "WALKING" "tBodyAcc-std()-Z" -0.13947794235 0.169998975265559
21 "WALKING" "tBodyAcc-std()-Z" -0.16868872575 0.0682241270456852
22 "WALKING" "tBodyAcc-std()-Z" -0.213351968804348 0.0600025480800506
23 "WALKING" "tBodyAcc-std()-Z" 0.164220685383051 0.106102477216324
25 "WALKING" "tBodyAcc-std()-Z" -0.437133403243243 0.0573215261711161
26 "WALKING" "tBodyAcc-std()-Z" -0.333486502542373 0.0392655584330191
27 "WALKING" "tBodyAcc-std()-Z" -0.297318273508772 0.0393416535323968
28 "WALKING" "tBodyAcc-std()-Z" -0.300928395925926 0.0723809936631647
29 "WALKING" "tBodyAcc-std()-Z" -0.242828038264151 0.0597693427869508
30 "WALKING" "tBodyAcc-std()-Z" -0.120476783907692 0.0657662228935481
2 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.112121021220833 0.18944945583691
4 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.372137777692308 0.0544590037260259
9 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.253434083542857 0.167609206940596
10 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.0738744931340426 0.167583463427796
12 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.436697425576923 0.0678663756253643
13 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.217210568085455 0.162433101715615
18 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.31437339137931 0.0831952952530521
20 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.229249455098039 0.0602436399275253
24 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.255601012881356 0.068408411106648
1 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.0194792388471698 0.0500333179018807
3 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.369754604067797 0.0652419989195194
5 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.308938978787234 0.0741267203390357
6 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.353519514896078 0.133399229340604
7 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.145665025639216 0.103392151301313
8 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" 0.121187278790244 0.127588375929227
11 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.203369399185185 0.0550031700431883
14 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" 0.609017879074074 0.137799051580628
15 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.379717488104167 0.176274779184652
16 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.129283825721569 0.103606323570365
17 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.230220954239583 0.165911923370366
19 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.1904685504575 0.165895391851335
21 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.219707928574468 0.0670402884291003
22 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.109613216345238 0.0757253410086073
23 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" 0.10080118935098 0.0906421996298169
25 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.296523975076923 0.0869599302423017
26 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.404596936545455 0.0589627952558699
27 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.23070787672549 0.0791820460813037
28 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.28598691372549 0.0694586392148944
29 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" 0.0995443502346939 0.119806898687975
30 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" 0.0249468034966154 0.126431304603853
2 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.10283790806383 0.207527025642952
4 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.479185977111111 0.0575302934244457
9 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.00771530035714285 0.295789938103268
10 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.183557562032895 0.0768202532240256
12 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.425017413478261 0.106170377121605
13 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.158333146191489 0.126393433637005
18 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.418610127454545 0.100577760358174
20 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.160938536488889 0.133989144236533
24 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.205566380745455 0.111924414896851
1 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.230434213204082 0.0844507786909177
3 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.362240245489796 0.100966837022211
5 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.325891435319149 0.0674312378897514
6 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.320204232520417 0.228567592818057
7 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.0636402447755319 0.23677422012416
8 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" 0.1337170395 0.142750360184194
11 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.324026938043478 0.0704232448978908
14 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" 0.451576075111111 0.221584466475692
15 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.281982181666667 0.0525546185554908
16 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" 0.0114353944787234 0.131015153205068
17 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.231064156615217 0.217708019754447
19 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" 0.049322451025641 0.32733588638676
21 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.0717893558666667 0.120123889092269
22 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.325722718055556 0.0810942591468158
23 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" 0.229898742944444 0.138715910233723
25 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.457972381896552 0.0592533775719691
26 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.284807676 0.0893845471390822
27 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.240040783340909 0.136126055370079
28 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.341031811521739 0.110254686625758
29 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.223177999879167 0.0884847007349228
30 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.217275690290323 0.106559545127518
2 "SITTING" "tBodyAcc-std()-Z" -0.95982817173913 0.0740754031291257
4 "SITTING" "tBodyAcc-std()-Z" -0.9322030066 0.121528975044388
9 "SITTING" "tBodyAcc-std()-Z" -0.83200187268 0.270407065437218
10 "SITTING" "tBodyAcc-std()-Z" -0.967826981666667 0.0627590626140653
12 "SITTING" "tBodyAcc-std()-Z" -0.939661889019608 0.0510020511524781
13 "SITTING" "tBodyAcc-std()-Z" -0.938641215510204 0.183093564041013
18 "SITTING" "tBodyAcc-std()-Z" -0.977572717017544 0.0330595537118076
20 "SITTING" "tBodyAcc-std()-Z" -0.929106396818182 0.104082003876287
24 "SITTING" "tBodyAcc-std()-Z" -0.957056111470588 0.0538854408111633
1 "SITTING" "tBodyAcc-std()-Z" -0.93958629106383 0.138360678594562
3 "SITTING" "tBodyAcc-std()-Z" -0.875110175384615 0.22336355448176
5 "SITTING" "tBodyAcc-std()-Z" -0.926094740227273 0.0840665583758947
6 "SITTING" "tBodyAcc-std()-Z" -0.925797097090909 0.0647735075134882
7 "SITTING" "tBodyAcc-std()-Z" -0.8565329414375 0.236102075162264
8 "SITTING" "tBodyAcc-std()-Z" -0.939553030217391 0.123383409009364
11 "SITTING" "tBodyAcc-std()-Z" -0.968370181886792 0.0437471011862538
14 "SITTING" "tBodyAcc-std()-Z" -0.922774835740741 0.130372534219129
15 "SITTING" "tBodyAcc-std()-Z" -0.949338025084746 0.104095637200069
16 "SITTING" "tBodyAcc-std()-Z" -0.939672247101449 0.146720716520108
17 "SITTING" "tBodyAcc-std()-Z" -0.96572919578125 0.0646896920432567
19 "SITTING" "tBodyAcc-std()-Z" -0.951929615068493 0.0562221864013698
21 "SITTING" "tBodyAcc-std()-Z" -0.959567861764706 0.0731149088856943
22 "SITTING" "tBodyAcc-std()-Z" -0.917564853870968 0.110189813434466
23 "SITTING" "tBodyAcc-std()-Z" -0.905584390323529 0.166863628474755
25 "SITTING" "tBodyAcc-std()-Z" -0.965139552153846 0.0554315104566613
26 "SITTING" "tBodyAcc-std()-Z" -0.950004414102564 0.10309945531091
27 "SITTING" "tBodyAcc-std()-Z" -0.965858735142857 0.0701581328315799
28 "SITTING" "tBodyAcc-std()-Z" -0.936667245694444 0.0615143083856085
29 "SITTING" "tBodyAcc-std()-Z" -0.968063878166667 0.0660732894552359
30 "SITTING" "tBodyAcc-std()-Z" -0.950654041290323 0.087148826790214
2 "STANDING" "tBodyAcc-std()-Z" -0.949741851296296 0.0740321338224154
4 "STANDING" "tBodyAcc-std()-Z" -0.896880538392857 0.127706173825571
9 "STANDING" "tBodyAcc-std()-Z" -0.919295805777778 0.0918471848432771
10 "STANDING" "tBodyAcc-std()-Z" -0.941271440454545 0.0734195355739015
12 "STANDING" "tBodyAcc-std()-Z" -0.920684800114754 0.156546900667488
13 "STANDING" "tBodyAcc-std()-Z" -0.967538031754386 0.0267494716642382
18 "STANDING" "tBodyAcc-std()-Z" -0.961873909178082 0.0340144068064862
20 "STANDING" "tBodyAcc-std()-Z" -0.913142481643836 0.0838222198884552
24 "STANDING" "tBodyAcc-std()-Z" -0.930283530144928 0.0745183045529465
1 "STANDING" "tBodyAcc-std()-Z" -0.979775876981132 0.0274481084909406
3 "STANDING" "tBodyAcc-std()-Z" -0.911419015081967 0.124276330263473
5 "STANDING" "tBodyAcc-std()-Z" -0.869327321785714 0.148863163868456
6 "STANDING" "tBodyAcc-std()-Z" -0.925692371929825 0.0711178378411802
7 "STANDING" "tBodyAcc-std()-Z" -0.917064168490566 0.0901907238633754
8 "STANDING" "tBodyAcc-std()-Z" -0.926065255185185 0.195060448733663
11 "STANDING" "tBodyAcc-std()-Z" -0.986382712765957 0.00999135142705793
14 "STANDING" "tBodyAcc-std()-Z" -0.9222763115 0.0919076690581503
15 "STANDING" "tBodyAcc-std()-Z" -0.951670257924528 0.0740418526654115
16 "STANDING" "tBodyAcc-std()-Z" -0.953468961666667 0.0762283778277329
17 "STANDING" "tBodyAcc-std()-Z" -0.970462679230769 0.0540713426215366
19 "STANDING" "tBodyAcc-std()-Z" -0.952599653972603 0.0468490492229788
21 "STANDING" "tBodyAcc-std()-Z" -0.946123407078652 0.072265673785336
22 "STANDING" "tBodyAcc-std()-Z" -0.942201655238095 0.0516172655207015
23 "STANDING" "tBodyAcc-std()-Z" -0.929409745147059 0.0652638299806285
25 "STANDING" "tBodyAcc-std()-Z" -0.964642688108108 0.0930389950856493
26 "STANDING" "tBodyAcc-std()-Z" -0.962988401351351 0.0473049689188938
27 "STANDING" "tBodyAcc-std()-Z" -0.962408444875 0.0557376041581311
28 "STANDING" "tBodyAcc-std()-Z" -0.905123824177215 0.0847863541585884
29 "STANDING" "tBodyAcc-std()-Z" -0.980207488923077 0.016627176589877
30 "STANDING" "tBodyAcc-std()-Z" -0.912850596949152 0.103961794607187
2 "LAYING" "tBodyAcc-std()-Z" -0.984233296875 0.0209994294726935
4 "LAYING" "tBodyAcc-std()-Z" -0.962667314814815 0.0498607914500948
9 "LAYING" "tBodyAcc-std()-Z" -0.9407072854 0.0609921077206544
10 "LAYING" "tBodyAcc-std()-Z" -0.95947148637931 0.112756608307461
12 "LAYING" "tBodyAcc-std()-Z" -0.9483338435 0.0743213499227559
13 "LAYING" "tBodyAcc-std()-Z" -0.950392995483871 0.0678865774917462
18 "LAYING" "tBodyAcc-std()-Z" -0.987658662307692 0.00761615337389608
20 "LAYING" "tBodyAcc-std()-Z" -0.972571998382353 0.0476553084113857
24 "LAYING" "tBodyAcc-std()-Z" -0.973566958888889 0.035518927749832
1 "LAYING" "tBodyAcc-std()-Z" -0.826061401628 0.288552886794704
3 "LAYING" "tBodyAcc-std()-Z" -0.96369103483871 0.0526452582960393
5 "LAYING" "tBodyAcc-std()-Z" -0.968562516346154 0.0347700252329703
6 "LAYING" "tBodyAcc-std()-Z" -0.925216100350877 0.111735231644563
7 "LAYING" "tBodyAcc-std()-Z" -0.952978365961539 0.0925581387278665
8 "LAYING" "tBodyAcc-std()-Z" -0.932491454407407 0.160655385656192
11 "LAYING" "tBodyAcc-std()-Z" -0.971311176842105 0.0432271041635904
14 "LAYING" "tBodyAcc-std()-Z" -0.900331921686275 0.235929979223855
15 "LAYING" "tBodyAcc-std()-Z" -0.929586835277778 0.122566646898039
16 "LAYING" "tBodyAcc-std()-Z" -0.965490276285714 0.059391131231109
17 "LAYING" "tBodyAcc-std()-Z" -0.953476700140845 0.0586384811172708
19 "LAYING" "tBodyAcc-std()-Z" -0.984672837228916 0.0148344726192688
21 "LAYING" "tBodyAcc-std()-Z" -0.945653787777778 0.103086162301159
22 "LAYING" "tBodyAcc-std()-Z" -0.942945807916667 0.109528218603944
23 "LAYING" "tBodyAcc-std()-Z" -0.973223495416667 0.0384282443183661
25 "LAYING" "tBodyAcc-std()-Z" -0.717262004013699 0.305101141419153
26 "LAYING" "tBodyAcc-std()-Z" -0.984500013157895 0.0303737763156308
27 "LAYING" "tBodyAcc-std()-Z" -0.986636996081081 0.020616554792994
28 "LAYING" "tBodyAcc-std()-Z" -0.956450342875 0.0638638023167304
29 "LAYING" "tBodyAcc-std()-Z" -0.987255149855072 0.0281778700753941
30 "LAYING" "tBodyAcc-std()-Z" -0.967044236428571 0.0534800699275237
2 "WALKING" "tGravityAcc-mean()-X" 0.91301733338983 0.00987823857870781
4 "WALKING" "tGravityAcc-mean()-X" 0.963999696833333 0.00497737307842455
9 "WALKING" "tGravityAcc-mean()-X" 0.951867079615385 0.0255357277018413
10 "WALKING" "tGravityAcc-mean()-X" 0.963092149811321 0.00827014526007309
12 "WALKING" "tGravityAcc-mean()-X" 0.9668735148 0.00500535354956101
13 "WALKING" "tGravityAcc-mean()-X" 0.910855709298246 0.0198712019632576
18 "WALKING" "tGravityAcc-mean()-X" 0.92386524875 0.0222334582763579
20 "WALKING" "tGravityAcc-mean()-X" 0.899965205686274 0.0114594108143704
24 "WALKING" "tGravityAcc-mean()-X" 0.95970108137931 0.00567068841708338
1 "WALKING" "tGravityAcc-mean()-X" 0.935223201473684 0.0134134819282931
3 "WALKING" "tGravityAcc-mean()-X" 0.936506743275862 0.00710078560194831
5 "WALKING" "tGravityAcc-mean()-X" 0.972624959821429 0.00514523769362716
6 "WALKING" "tGravityAcc-mean()-X" 0.958067455087719 0.008161409803268
7 "WALKING" "tGravityAcc-mean()-X" 0.932566472280702 0.0333169064042198
8 "WALKING" "tGravityAcc-mean()-X" 0.913586347916667 0.0373593972672144
11 "WALKING" "tGravityAcc-mean()-X" 0.946468451355932 0.0104036674147151
14 "WALKING" "tGravityAcc-mean()-X" 0.802973961525424 0.0286472860329488
15 "WALKING" "tGravityAcc-mean()-X" 0.951524391481481 0.00674733049299189
16 "WALKING" "tGravityAcc-mean()-X" 0.925981326078431 0.0203297622684747
17 "WALKING" "tGravityAcc-mean()-X" 0.92811236852459 0.00956665687027568
19 "WALKING" "tGravityAcc-mean()-X" 0.935222559230769 0.0119297664598969
21 "WALKING" "tGravityAcc-mean()-X" 0.862524800961538 0.00999120702368961
22 "WALKING" "tGravityAcc-mean()-X" 0.936096410434783 0.00986764642914969
23 "WALKING" "tGravityAcc-mean()-X" 0.939809688644068 0.00776619785500434
25 "WALKING" "tGravityAcc-mean()-X" 0.937483114459459 0.0285383469698137
26 "WALKING" "tGravityAcc-mean()-X" 0.960647754576271 0.00499525541376543
27 "WALKING" "tGravityAcc-mean()-X" 0.944759287368421 0.025796305359263
28 "WALKING" "tGravityAcc-mean()-X" 0.942930275555556 0.00593492484794455
29 "WALKING" "tGravityAcc-mean()-X" 0.96237438509434 0.00639227858926257
30 "WALKING" "tGravityAcc-mean()-X" 0.965217551076923 0.00485030095970637
2 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.790717418541667 0.0770326437230803
4 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.946264314423077 0.0108746106093407
9 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.902647777755102 0.0595175729703469
10 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.931861027446809 0.0110395324822138
12 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.938371473269231 0.0111238373090945
13 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.847634313454545 0.0400281424143178
18 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.883330258448276 0.032826856647411
20 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.777095717058824 0.0368145782691501
24 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.906369500508475 0.0155234684048143
1 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.89335109754717 0.0178987947539511
3 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.883533436101695 0.0170953804916157
5 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.936821834893617 0.018278442545546
6 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.913632241568627 0.0181059663234424
7 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.81874656 0.065240848669962
8 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.860368718780488 0.0556402358581108
11 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.892626155555556 0.0159603387022442
14 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.688256122222222 0.044817429586115
15 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.918544812291667 0.0147696607476517
16 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.826874282745098 0.0260558198027221
17 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.853530565833333 0.0243163476867573
19 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.8294283725 0.0810143361397052
21 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.781177210851064 0.0262715050021642
22 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.889454382857143 0.0293970023109656
23 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.843438810196078 0.0257461386547022
25 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.927693239538462 0.0124367864859552
26 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.942095257090909 0.0132014455372024
27 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.868000278627451 0.0745450925300176
28 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.854508231764706 0.0225087534373945
29 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.929258953877551 0.0106837241490058
30 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.93182983 0.0129624128248222
2 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.861831345531915 0.035408907722361
4 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.947731858666667 0.00841171440724741
9 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.938417773333333 0.0224365994687602
10 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.939807421052632 0.0143972925243653
12 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.949861980652174 0.0117197500322077
13 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.941875619787234 0.013486779155088
18 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.932277478363636 0.0181079646784046
20 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.91972663 0.0173131793996511
24 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.950883416727273 0.00875550113863639
1 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.931874418979592 0.0137107920733771
3 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.939057787755102 0.0139868642276179
5 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.956649352553192 0.0142961726275245
6 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.928531455208333 0.0125483401850076
7 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.930623632765957 0.0290053310589837
8 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.914023498421053 0.0296630380321103
11 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.941746406521739 0.0161784372319693
14 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.81629643 0.0289269083486006
15 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.932302200476191 0.0169570075483923
16 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.917818427021277 0.0140382472114905
17 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.928817578043478 0.0174855867041489
19 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.881940855128205 0.0398231592418814
21 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.872683205555556 0.0197824172336761
22 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.921820641944444 0.0139338734991118
23 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.923711401296296 0.0136356503805242
25 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.929627532241379 0.0333638916733614
26 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.9467972718 0.00880178155893934
27 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.931380178636364 0.0379951205639209
28 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.929291680434783 0.0136033982062526
29 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.948486215 0.0150021793497348
30 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.958000491451613 0.0100587590454134
2 "SITTING" "tGravityAcc-mean()-X" 0.940477273043478 0.0287801989504831
4 "SITTING" "tGravityAcc-mean()-X" 0.8693030064 0.111306147316793
9 "SITTING" "tGravityAcc-mean()-X" 0.9163245106 0.137359620296275
10 "SITTING" "tGravityAcc-mean()-X" 0.791887198148148 0.136177175351666
12 "SITTING" "tGravityAcc-mean()-X" 0.926228975490196 0.0810052229213756
13 "SITTING" "tGravityAcc-mean()-X" 0.92557651244898 0.0503844699430337
18 "SITTING" "tGravityAcc-mean()-X" 0.909816469298246 0.0661236213879178
20 "SITTING" "tGravityAcc-mean()-X" 0.924454522424242 0.0440402725824472
24 "SITTING" "tGravityAcc-mean()-X" 0.919637604411765 0.0497937564774676
1 "SITTING" "tGravityAcc-mean()-X" 0.831509933404255 0.0906413306571272
3 "SITTING" "tGravityAcc-mean()-X" 0.901098984615385 0.101317158277438
5 "SITTING" "tGravityAcc-mean()-X" 0.880731443863636 0.122227491648653
6 "SITTING" "tGravityAcc-mean()-X" 0.933692934909091 0.0351301505600256
7 "SITTING" "tGravityAcc-mean()-X" 0.969147824375 0.0125423322854295
8 "SITTING" "tGravityAcc-mean()-X" 0.832453878043478 0.110909549915014
11 "SITTING" "tGravityAcc-mean()-X" 0.871963798301887 0.0645405448295446
14 "SITTING" "tGravityAcc-mean()-X" 0.939038759814815 0.0455693546481843
15 "SITTING" "tGravityAcc-mean()-X" 0.89036426220339 0.0840004427283638
16 "SITTING" "tGravityAcc-mean()-X" 0.942457377971014 0.0309463825716069
17 "SITTING" "tGravityAcc-mean()-X" 0.94488374765625 0.0340129475666049
19 "SITTING" "tGravityAcc-mean()-X" 0.581371509041096 0.290086609490362
21 "SITTING" "tGravityAcc-mean()-X" 0.940031368 0.0421302696483329
22 "SITTING" "tGravityAcc-mean()-X" 0.839305928709677 0.103683726177372
23 "SITTING" "tGravityAcc-mean()-X" 0.936509242941176 0.03367667620191
25 "SITTING" "tGravityAcc-mean()-X" 0.865686078153846 0.136440966276682
26 "SITTING" "tGravityAcc-mean()-X" 0.782955611794872 0.219390395331517
27 "SITTING" "tGravityAcc-mean()-X" 0.839464714 0.130114319860831
28 "SITTING" "tGravityAcc-mean()-X" 0.907331309166667 0.0461579081098742
29 "SITTING" "tGravityAcc-mean()-X" 0.891563755166667 0.0337966379178365
30 "SITTING" "tGravityAcc-mean()-X" 0.825473836935484 0.157486433195998
2 "STANDING" "tGravityAcc-mean()-X" 0.896928566851852 0.0205893566935723
4 "STANDING" "tGravityAcc-mean()-X" 0.95619779125 0.0113024184930226
9 "STANDING" "tGravityAcc-mean()-X" 0.961323502222222 0.00852679227296229
10 "STANDING" "tGravityAcc-mean()-X" 0.954008785454545 0.0101461666991081
12 "STANDING" "tGravityAcc-mean()-X" 0.957317821803279 0.0107557459368938
13 "STANDING" "tGravityAcc-mean()-X" 0.942695296842105 0.0158817204324253
18 "STANDING" "tGravityAcc-mean()-X" 0.947573239863014 0.0169969567311485
20 "STANDING" "tGravityAcc-mean()-X" 0.911231752465753 0.0503858488491431
24 "STANDING" "tGravityAcc-mean()-X" 0.96644228 0.00920511812641271
1 "STANDING" "tGravityAcc-mean()-X" 0.942952000377358 0.0190984089958694
3 "STANDING" "tGravityAcc-mean()-X" 0.93503077852459 0.0145811096668398
5 "STANDING" "tGravityAcc-mean()-X" 0.960188699107143 0.0131811169638051
6 "STANDING" "tGravityAcc-mean()-X" 0.945139003859649 0.0193390828799334
